,STATE/UT,YEAR,RESIDENTIAL PREMISES - Dacoity,RESIDENTIAL PREMISES - Robbery,RESIDENTIAL PREMISES - Burglary,RESIDENTIAL PREMISES - Theft,HIGHWAYS - Dacoity,HIGHWAYS - Robbery,HIGHWAYS - Burglary,HIGHWAYS - Theft,RIVER and SEA - Dacoity,RIVER and SEA - Robbery,RIVER and SEA - Burglary,RIVER and SEA - Theft,RAILWAYS - Dacoity,RAILWAYS - Robbery,RAILWAYS - Burglary,RAILWAYS - Theft,BANKS - Dacoity,BANKS - Robbery,BANKS - Burglary,BANKS - Theft,COMMERCIAL ESTABLISHMENTS - Dacoity,COMMERCIAL ESTABLISHMENTS - Robbery,COMMERCIAL ESTABLISHMENTS - Burglary,COMMERCIAL ESTABLISHMENTS - Theft,OTHER PLACES - Dacoity,OTHER PLACES - Robbery,OTHER PLACES - Burglary,OTHER PLACES - Theft,TOTAL - Dacoity,TOTAL - Robbery,TOTAL - Burglary,TOTAL - Theft
446,TOTAL (STATES),2012.0,1277.0,2698.0,59183.0,73887.0,837.0,4968.0,316.0,27603.0,3.0,38.0,32.0,374.0,62.0,836.0,52.0,15378.0,29.0,191.0,407.0,383.0,293.0,906.0,11816.0,27619.0,1769.0,17012.0,18937.0,167723.0,4270.0,26649.0,90743.0,312967
447,A & N ISLANDS,2012.0,0.0,0.0,43.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,4.0,2.0,5.0,2.0,24.0,39.0,5.0,2.0,71.0,71
448,CHANDIGARH,2012.0,0.0,17.0,153.0,811.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,22.0,78.0,630.0,2.0,24.0,4.0,106.0,3.0,63.0,235.0,1549
449,D & N HAVELI,2012.0,0.0,0.0,8.0,19.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,7.0,12.0,2.0,2.0,5.0,22.0,2.0,2.0,22.0,68
450,DAMAN & DIU,2012.0,0.0,1.0,12.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,12.0,8.0,0.0,1.0,2.0,42.0,1.0,3.0,26.0,55
451,DELHI,2012.0,10.0,101.0,1249.0,7076.0,1.0,32.0,0.0,189.0,0.0,0.0,0.0,0.0,0.0,12.0,1.0,637.0,0.0,0.0,2.0,11.0,0.0,32.0,285.0,1370.0,17.0,431.0,178.0,12749.0,28.0,608.0,1715.0,22032
452,LAKSHADWEEP,2012.0,0.0,0.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,7
453,PUDUCHERRY,2012.0,1.0,4.0,47.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,26.0,20.0,2.0,8.0,4.0,596.0,5.0,16.0,77.0,658
454,TOTAL (UTs),2012.0,11.0,123.0,1515.0,7974.0,1.0,32.0,0.0,199.0,0.0,0.0,0.0,5.0,0.0,12.0,1.0,637.0,0.0,0.0,4.0,29.0,4.0,59.0,412.0,2042.0,28.0,468.0,217.0,13554.0,44.0,694.0,2149.0,24440
455,TOTAL (ALL-INDIA),2012.0,1288.0,2821.0,60698.0,81861.0,838.0,5000.0,316.0,27802.0,3.0,38.0,32.0,379.0,62.0,848.0,53.0,16015.0,29.0,191.0,411.0,412.0,297.0,965.0,12228.0,29661.0,1797.0,17480.0,19154.0,181277.0,4314.0,27343.0,92892.0,337407
456,Andhra Pradesh,2013.0,43.0,229.0,7264.0,10539.0,31.0,109.0,0.0,528.0,0.0,1.0,0.0,58.0,3.0,14.0,0.0,1627.0,0.0,4.0,20.0,32.0,3.0,27.0,796.0,2578.0,45.0,325.0,1740.0,15670.0,125.0,709.0,9820.0,31032
457,Arunachal Pradesh,2013.0,6.0,19.0,85.0,138.0,3.0,12.0,0.0,7.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,13.0,54.0,168.0,15.0,28.0,57.0,200.0,24.0,75.0,196.0,514
458,Assam,2013.0,133.0,313.0,2652.0,6449.0,12.0,92.0,17.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,21.0,1.0,1.0,1.0,3.0,8.0,80.0,542.0,797.0,92.0,437.0,1072.0,3223.0,246.0,923.0,4291.0,10515
459,Bihar,2013.0,260.0,85.0,3084.0,9360.0,240.0,1244.0,9.0,588.0,0.0,0.0,0.0,0.0,9.0,33.0,3.0,1350.0,9.0,2.0,0.0,7.0,19.0,38.0,312.0,2129.0,42.0,119.0,777.0,7989.0,579.0,1521.0,4185.0,21423
460,Chhattisgarh,2013.0,7.0,15.0,2759.0,1356.0,7.0,51.0,67.0,37.0,1.0,0.0,0.0,1.0,0.0,3.0,2.0,193.0,0.0,2.0,10.0,0.0,1.0,9.0,313.0,402.0,31.0,271.0,376.0,3200.0,47.0,351.0,3527.0,5189
461,Goa,2013.0,2.0,7.0,229.0,195.0,3.0,4.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,26.0,0.0,0.0,2.0,4.0,6.0,25.0,154.0,907.0,0.0,0.0,0.0,0.0,11.0,37.0,385.0,1138
462,Gujarat,2013.0,89.0,186.0,2919.0,3656.0,24.0,68.0,15.0,105.0,0.0,1.0,0.0,14.0,2.0,14.0,0.0,678.0,0.0,2.0,15.0,32.0,38.0,66.0,883.0,1406.0,135.0,1092.0,1148.0,9422.0,288.0,1429.0,4980.0,15313
463,Haryana,2013.0,21.0,81.0,3618.0,6070.0,43.0,167.0,414.0,1378.0,0.0,0.0,0.0,0.0,1.0,20.0,1.0,453.0,0.0,3.0,22.0,2.0,18.0,74.0,1157.0,2914.0,71.0,418.0,909.0,7803.0,154.0,763.0,6121.0,18620
464,Himachal Pradesh,2013.0,4.0,3.0,443.0,73.0,2.0,1.0,0.0,22.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,9.0,4.0,1.0,1.0,145.0,62.0,6.0,9.0,335.0,654.0,14.0,14.0,932.0,818
465,Jammu & Kashmir,2013.0,0.0,15.0,801.0,359.0,1.0,1.0,9.0,23.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,1.0,231.0,91.0,5.0,51.0,346.0,1385.0,6.0,87.0,1387.0,1862
466,Jharkhand,2013.0,125.0,88.0,924.0,1850.0,60.0,259.0,0.0,141.0,0.0,0.0,0.0,0.0,9.0,14.0,6.0,409.0,0.0,2.0,0.0,1.0,6.0,3.0,105.0,1064.0,32.0,202.0,304.0,3374.0,232.0,568.0,1339.0,6839
467,Karnataka,2013.0,54.0,201.0,3903.0,5078.0,33.0,93.0,5.0,122.0,0.0,0.0,0.0,1.0,7.0,72.0,2.0,738.0,0.0,5.0,55.0,15.0,11.0,83.0,845.0,2256.0,175.0,1696.0,1193.0,11546.0,280.0,2150.0,6003.0,19756
468,Kerala,2013.0,21.0,131.0,1494.0,719.0,7.0,55.0,0.0,101.0,0.0,0.0,1.0,5.0,0.0,3.0,2.0,180.0,0.0,0.0,10.0,62.0,4.0,34.0,496.0,361.0,35.0,561.0,926.0,2651.0,67.0,784.0,2929.0,4079
469,Madhya Pradesh,2013.0,38.0,212.0,8318.0,7642.0,10.0,256.0,24.0,781.0,0.0,15.0,9.0,77.0,0.0,56.0,10.0,2761.0,0.0,2.0,11.0,64.0,3.0,67.0,993.0,2751.0,47.0,1224.0,1642.0,10969.0,98.0,1832.0,11007.0,25045
470,Maharashtra,2013.0,140.0,423.0,11977.0,8897.0,77.0,555.0,52.0,251.0,0.0,1.0,1.0,676.0,7.0,309.0,0.0,2403.0,1.0,5.0,66.0,44.0,50.0,158.0,2458.0,2945.0,558.0,8295.0,3774.0,37454.0,833.0,9746.0,18328.0,52670
471,Manipur,2013.0,0.0,1.0,18.0,221.0,0.0,1.0,3.0,39.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,27.0,224.0,0.0,1.0,34.0,367.0,0.0,3.0,85.0,854
472,Meghalaya,2013.0,7.0,6.0,57.0,121.0,18.0,9.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,18.0,1.0,8.0,61.0,123.0,25.0,45.0,68.0,341.0,51.0,68.0,187.0,617
473,Mizoram,2013.0,1.0,0.0,268.0,417.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.0,112.0,0.0,2.0,19.0,114.0,4.0,3.0,374.0,643
474,Nagaland,2013.0,2.0,9.0,17.0,170.0,1.0,22.0,1.0,11.0,0.0,4.0,0.0,8.0,0.0,3.0,3.0,9.0,0.0,0.0,0.0,2.0,0.0,5.0,5.0,43.0,0.0,6.0,10.0,163.0,3.0,49.0,36.0,406
475,Odisha,2013.0,104.0,199.0,2199.0,2424.0,97.0,421.0,2.0,258.0,0.0,0.0,0.0,0.0,9.0,45.0,28.0,633.0,3.0,8.0,23.0,0.0,60.0,162.0,663.0,725.0,163.0,843.0,832.0,6004.0,436.0,1678.0,3747.0,10044
476,Punjab,2013.0,4.0,14.0,1289.0,992.0,3.0,27.0,6.0,141.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,85.0,0.0,2.0,27.0,5.0,0.0,8.0,562.0,850.0,11.0,87.0,821.0,2812.0,18.0,141.0,2707.0,4885
477,Rajasthan,2013.0,2.0,25.0,3370.0,3009.0,25.0,107.0,0.0,98.0,0.0,0.0,0.0,0.0,4.0,3.0,0.0,781.0,0.0,1.0,31.0,2.0,4.0,9.0,1228.0,1043.0,24.0,920.0,1154.0,23995.0,59.0,1065.0,5783.0,28928
478,Sikkim,2013.0,0.0,2.0,62.0,100.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,2.0,19.0,22.0,0.0,6.0,85.0,122
479,Tamil Nadu,2013.0,27.0,566.0,3577.0,3048.0,17.0,197.0,0.0,151.0,1.0,3.0,0.0,9.0,1.0,43.0,7.0,359.0,0.0,1.0,24.0,6.0,4.0,201.0,571.0,1948.0,33.0,1175.0,946.0,6429.0,83.0,2186.0,5125.0,11950
480,Tripura,2013.0,8.0,19.0,114.0,292.0,0.0,4.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,3.0,1.0,1.0,1.0,46.0,26.0,0.0,19.0,60.0,206.0,9.0,44.0,223.0,533
481,Uttar Pradesh,2013.0,395.0,210.0,4806.0,5470.0,77.0,1584.0,0.0,24957.0,0.0,0.0,0.0,0.0,8.0,52.0,1.0,2870.0,7.0,2.0,5.0,2.0,13.0,22.0,271.0,1213.0,96.0,1721.0,1600.0,7437.0,596.0,3591.0,6683.0,41949
482,Uttarakhand,2013.0,15.0,54.0,156.0,498.0,0.0,20.0,0.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.0,0.0,0.0,2.0,0.0,1.0,4.0,21.0,85.0,1.0,60.0,69.0,892.0,17.0,138.0,248.0,1596
483,West Bengal,2013.0,79.0,91.0,295.0,6065.0,25.0,78.0,2.0,180.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,965.0,7.0,3.0,7.0,2.0,31.0,62.0,41.0,2888.0,64.0,404.0,95.0,12804.0,206.0,647.0,440.0,22904
484,Total (State),2013.0,1587.0,3204.0,66698.0,85208.0,819.0,5439.0,626.0,30012.0,2.0,26.0,14.0,851.0,61.0,716.0,74.0,16626.0,28.0,48.0,344.0,310.0,283.0,1162.0,13071.0,30111.0,1706.0,20013.0,20326.0,177126.0,4486.0,30608.0,101153.0,340244
485,A&N Islands,2013.0,0.0,1.0,24.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,1.0,0.0,13.0,30.0,1.0,1.0,42.0,37
486,Chandigarh,2013.0,0.0,9.0,184.0,401.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2.0,12.0,73.0,226.0,9.0,41.0,1.0,885.0,11.0,62.0,258.0,1519
487,D&N Haveli,2013.0,1.0,0.0,15.0,12.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,10.0,0.0,0.0,2.0,14.0,1.0,0.0,21.0,58
488,Daman & Diu,2013.0,2.0,1.0,8.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,9.0,2.0,2.0,0.0,2.0,12.0,6.0,1.0,19.0,38
489,Delhi UT,2013.0,5.0,121.0,1908.0,10055.0,1.0,37.0,0.0,423.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,1426.0,0.0,0.0,0.0,20.0,6.0,82.0,551.0,1567.0,21.0,980.0,376.0,16633.0,33.0,1245.0,2835.0,30124
490,Lakshadweep,2013.0,0.0,0.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,8
491,Puducherry,2013.0,0.0,2.0,48.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,1.0,1.0,21.0,30.0,0.0,7.0,0.0,507.0,1.0,10.0,71.0,594
492,Total (UTs),2013.0,8.0,134.0,2189.0,10559.0,1.0,37.0,0.0,445.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,1426.0,0.0,0.0,2.0,30.0,11.0,95.0,663.0,1837.0,33.0,1028.0,394.0,18081.0,53.0,1319.0,3248.0,32378
493,Total (All-India),2013.0,1595.0,3338.0,68887.0,95767.0,820.0,5476.0,626.0,30457.0,2.0,26.0,14.0,851.0,61.0,741.0,74.0,18052.0,28.0,48.0,346.0,340.0,294.0,1257.0,13734.0,31948.0,1739.0,21041.0,20720.0,195207.0,4539.0,31927.0,104401.0,372622
494,Andhra Pradesh,2014.0,27.0,124.0,3530.0,5757.0,25.0,155.0,1.0,2063.0,0.0,1.0,0.0,6.0,2.0,11.0,0.0,1499.0,0.0,0.0,4.0,70.0,2.0,4.0,453.0,1047.0,18.0,90.0,583.0,4997.0,75.0,433.0,4719.0,TOTAL - Theft
495,Arunachal Pradesh,2014.0,3.0,8.0,103.0,173.0,2.0,23.0,0.0,84.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,2.0,6.0,51.0,61.0,5.0,23.0,67.0,158.0,12.0,61.0,224.0,TOTAL - Theft
496,Assam,2014.0,144.0,315.0,2293.0,4503.0,25.0,74.0,65.0,317.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,24.0,110.0,647.0,1919.0,69.0,529.0,1892.0,5981.0,267.0,1038.0,4954.0,TOTAL - Theft
497,Bihar,2014.0,174.0,117.0,3693.0,6655.0,213.0,1224.0,29.0,1849.0,0.0,12.0,0.0,51.0,12.0,22.0,8.0,1182.0,8.0,9.0,2.0,165.0,12.0,14.0,594.0,1916.0,118.0,200.0,346.0,10874.0,538.0,1600.0,4674.0,TOTAL - Theft
498,Chhattisgarh,2014.0,27.0,25.0,1985.0,1235.0,5.0,92.0,374.0,477.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,181.0,0.0,4.0,7.0,415.0,2.0,60.0,275.0,728.0,24.0,216.0,588.0,3057.0,58.0,405.0,3247.0,TOTAL - Theft
499,Goa,2014.0,3.0,7.0,225.0,210.0,2.0,5.0,0.0,41.0,0.0,0.0,1.0,15.0,0.0,0.0,0.0,53.0,0.0,1.0,4.0,4.0,1.0,3.0,92.0,154.0,7.0,16.0,35.0,646.0,13.0,32.0,372.0,TOTAL - Theft
500,Gujarat,2014.0,125.0,413.0,3037.0,4822.0,52.0,230.0,52.0,662.0,0.0,1.0,0.0,15.0,3.0,16.0,4.0,889.0,0.0,4.0,9.0,24.0,20.0,66.0,638.0,1218.0,94.0,474.0,663.0,6594.0,296.0,1209.0,4477.0,TOTAL - Theft
501,Haryana,2014.0,20.0,98.0,4000.0,8083.0,72.0,236.0,36.0,1076.0,0.0,0.0,0.0,1.0,1.0,31.0,27.0,414.0,1.0,0.0,16.0,13.0,18.0,105.0,1694.0,3718.0,60.0,390.0,840.0,6616.0,172.0,874.0,6717.0,TOTAL - Theft
502,Himachal Pradesh,2014.0,0.0,4.0,535.0,88.0,2.0,3.0,6.0,164.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,0.0,0.0,1.0,145.0,58.0,2.0,7.0,122.0,327.0,4.0,16.0,884.0,TOTAL - Theft
503,Jammu & Kashmir,2014.0,3.0,13.0,548.0,251.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,0.0,0.0,1.0,0.0,0.0,0.0,215.0,39.0,3.0,76.0,587.0,1452.0,6.0,89.0,1367.0,TOTAL - Theft
504,Jharkhand,2014.0,110.0,65.0,1172.0,3008.0,74.0,221.0,0.0,197.0,0.0,0.0,0.0,0.0,13.0,10.0,0.0,330.0,0.0,2.0,0.0,1.0,4.0,26.0,107.0,1098.0,43.0,197.0,163.0,2375.0,244.0,521.0,1442.0,TOTAL - Theft
505,Karnataka,2014.0,64.0,334.0,4057.0,5344.0,69.0,734.0,32.0,3151.0,0.0,0.0,0.0,41.0,8.0,98.0,1.0,719.0,0.0,2.0,35.0,27.0,12.0,66.0,641.0,2048.0,138.0,1267.0,1048.0,9532.0,292.0,2516.0,6032.0,TOTAL - Theft
506,Kerala,2014.0,19.0,126.0,1726.0,847.0,23.0,188.0,2.0,406.0,0.0,0.0,0.0,28.0,0.0,12.0,3.0,302.0,0.0,0.0,12.0,1.0,2.0,40.0,618.0,322.0,27.0,503.0,828.0,2687.0,71.0,869.0,3452.0,TOTAL - Theft
507,Madhya Pradesh,2014.0,35.0,346.0,9461.0,10059.0,25.0,577.0,14.0,2221.0,0.0,4.0,2.0,49.0,4.0,63.0,4.0,2509.0,1.0,2.0,7.0,79.0,1.0,62.0,1199.0,2435.0,38.0,890.0,1276.0,11598.0,105.0,1969.0,12110.0,TOTAL - Theft
508,Maharashtra,2014.0,161.0,486.0,11968.0,8576.0,178.0,3461.0,229.0,6494.0,0.0,4.0,0.0,704.0,8.0,292.0,28.0,2058.0,0.0,1.0,78.0,27.0,46.0,149.0,2531.0,2593.0,492.0,5066.0,2274.0,35650.0,885.0,9466.0,17171.0,TOTAL - Theft
509,Manipur,2014.0,0.0,2.0,18.0,304.0,0.0,4.0,0.0,177.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,0.0,0.0,10.0,22.0,0.0,0.0,46.0,491.0,0.0,7.0,75.0,TOTAL - Theft
510,Meghalaya,2014.0,10.0,13.0,41.0,255.0,26.0,48.0,10.0,141.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11.0,18.0,79.0,246.0,9.0,18.0,13.0,213.0,56.0,97.0,146.0,TOTAL - Theft
511,Mizoram,2014.0,1.0,0.0,293.0,449.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,157.0,228.0,6.0,3.0,20.0,175.0,8.0,6.0,470.0,TOTAL - Theft
512,Nagaland,2014.0,7.0,6.0,24.0,165.0,1.0,19.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,19.0,0.0,0.0,2.0,9.0,0.0,2.0,1.0,55.0,0.0,9.0,27.0,165.0,8.0,38.0,54.0,TOTAL - Theft
513,Odisha,2014.0,113.0,204.0,2125.0,1606.0,85.0,338.0,8.0,395.0,0.0,0.0,0.0,1.0,2.0,24.0,1.0,733.0,1.0,7.0,24.0,11.0,27.0,146.0,640.0,553.0,253.0,1108.0,1249.0,6075.0,484.0,1828.0,4082.0,TOTAL - Theft
514,Punjab,2014.0,8.0,23.0,1409.0,748.0,5.0,48.0,8.0,802.0,0.0,0.0,0.0,43.0,0.0,2.0,3.0,104.0,0.0,0.0,27.0,1.0,2.0,16.0,580.0,836.0,17.0,68.0,753.0,2469.0,32.0,157.0,2856.0,TOTAL - Theft
515,Rajasthan,2014.0,11.0,35.0,3624.0,3473.0,12.0,328.0,5.0,3055.0,0.0,0.0,0.0,0.0,1.0,8.0,0.0,1227.0,0.0,1.0,32.0,0.0,10.0,28.0,1297.0,1166.0,30.0,901.0,1352.0,20103.0,64.0,1301.0,6379.0,TOTAL - Theft
516,Sikkim,2014.0,0.0,2.0,79.0,56.0,0.0,3.0,0.0,10.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,11.0,1.0,4.0,19.0,45.0,1.0,13.0,112.0,TOTAL - Theft
517,Tamil Nadu,2014.0,45.0,477.0,3757.0,2861.0,23.0,711.0,0.0,2424.0,0.0,2.0,0.0,8.0,0.0,35.0,9.0,456.0,0.0,1.0,21.0,1.0,8.0,111.0,753.0,1513.0,24.0,618.0,537.0,4496.0,101.0,1969.0,5266.0,TOTAL - Theft
518,Telangana,2014.0,30.0,127.0,3878.0,5292.0,11.0,60.0,0.0,814.0,0.0,0.0,0.0,11.0,0.0,4.0,1.0,760.0,0.0,2.0,16.0,21.0,2.0,7.0,239.0,674.0,16.0,106.0,744.0,7655.0,59.0,308.0,4949.0,TOTAL - Theft
519,Tripura,2014.0,1.0,17.0,99.0,158.0,0.0,2.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,11.0,64.0,63.0,0.0,13.0,50.0,136.0,1.0,43.0,219.0,TOTAL - Theft
520,Uttar Pradesh,2014.0,121.0,257.0,5511.0,12824.0,76.0,1989.0,4.0,19330.0,0.0,0.0,0.0,0.0,15.0,22.0,0.0,3912.0,9.0,5.0,9.0,151.0,9.0,68.0,508.0,1846.0,63.0,1579.0,878.0,9960.0,294.0,3920.0,6921.0,TOTAL - Theft
521,Uttarakhand,2014.0,15.0,26.0,215.0,456.0,0.0,105.0,0.0,440.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,15.0,1.0,0.0,2.0,0.0,0.0,7.0,56.0,78.0,3.0,16.0,50.0,738.0,19.0,155.0,323.0,TOTAL - Theft
522,West Bengal,2014.0,56.0,87.0,212.0,6125.0,23.0,144.0,5.0,504.0,1.0,2.0,0.0,0.0,5.0,6.0,0.0,909.0,0.0,4.0,5.0,10.0,7.0,27.0,20.0,2287.0,47.0,314.0,96.0,11428.0,139.0,587.0,338.0,TOTAL - Theft
523,A & N Islands,2014.0,0.0,0.0,36.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,6.0,0.0,2.0,13.0,31.0,0.0,2.0,64.0,TOTAL - Theft
524,Chandigarh,2014.0,0.0,6.0,85.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,8.0,45.0,335.0,5.0,50.0,1.0,731.0,6.0,65.0,134.0,TOTAL - Theft
525,D&N Haveli,2014.0,0.0,1.0,7.0,14.0,0.0,1.0,1.0,10.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,9.0,0.0,0.0,4.0,3.0,0.0,2.0,15.0,TOTAL - Theft
526,Daman & Diu,2014.0,0.0,5.0,6.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,2.0,0.0,5.0,21.0,TOTAL - Theft
527,Delhi UT,2014.0,14.0,479.0,6290.0,21122.0,41.0,4180.0,24.0,22501.0,0.0,0.0,0.0,0.0,1.0,62.0,0.0,3544.0,0.0,0.0,2.0,53.0,5.0,221.0,2048.0,3451.0,21.0,1512.0,1921.0,27697.0,82.0,6464.0,10309.0,TOTAL - Theft
528,Lakshadweep,2014.0,0.0,0.0,10.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,TOTAL - Theft
529,Puducherry,2014.0,1.0,3.0,38.0,78.0,2.0,2.0,2.0,127.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11.0,213.0,3.0,6.0,61.0,TOTAL - Theft
530,Total (States),2014.0,1333.0,3757.0,69618.0,94383.0,1030.0,11025.0,881.0,47326.0,1.0,27.0,3.0,975.0,74.0,664.0,91.0,18295.0,21.0,47.0,322.0,1034.0,222.0,1156.0,14315.0,28932.0,1607.0,14701.0,17146.0,166693.0,4304.0,31527.0,104032.0,TOTAL - Theft
531,Total (UTs),2014.0,15.0,494.0,6472.0,21446.0,43.0,4183.0,27.0,22638.0,0.0,0.0,0.0,3.0,1.0,62.0,0.0,3544.0,0.0,0.0,2.0,60.0,6.0,229.0,2120.0,3801.0,26.0,1565.0,1950.0,28677.0,91.0,6544.0,10614.0,TOTAL - Theft
532,Total (All India),2014.0,1348.0,4251.0,76090.0,115829.0,1073.0,15208.0,908.0,69964.0,1.0,27.0,3.0,978.0,75.0,726.0,91.0,21839.0,21.0,47.0,324.0,1094.0,228.0,1385.0,16435.0,32733.0,1633.0,16266.0,19096.0,195370.0,4395.0,38071.0,114646.0,TOTAL - Theft
535,Andhra Pradesh,2014.0,27.0,124.0,3530.0,5757.0,25.0,155.0,1.0,2063.0,0.0,1.0,0.0,6.0,2.0,11.0,0.0,1499.0,0.0,0.0,4.0,70.0,2.0,4.0,453.0,1047.0,18.0,90.0,583.0,4997.0,75.0,433.0,4719.0,TOTAL - Theft
536,Arunachal Pradesh,2014.0,3.0,8.0,103.0,173.0,2.0,23.0,0.0,84.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,2.0,6.0,51.0,61.0,5.0,23.0,67.0,158.0,12.0,61.0,224.0,TOTAL - Theft
537,Assam,2014.0,144.0,315.0,2293.0,4503.0,25.0,74.0,65.0,317.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,24.0,110.0,647.0,1919.0,69.0,529.0,1892.0,5981.0,267.0,1038.0,4954.0,TOTAL - Theft
